S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain,Tender Links,Organisation Name
1285,2023-02-06 17:00:00,2023-02-13 14:00:00,2023-02-14 14:05:00,[MCD/EE-M-III/Sh.S/TC/22-23/9-4 ]  [MCD/EE-M-III/Sh.S/TC/22-23/9-4 ][2023_MCD_144229_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SQhz1c26TaJn9VSswFkw3FA%3D%3D,Municipal Corporation of Delhi
1286,2023-02-06 16:30:00,2023-02-13 14:00:00,2023-02-14 14:00:00,"[Engaging of LMV with driver and beldar for day to day maintenance and lifting of malba from area,floating from drain in ward No. 217 (27E) Gandhi Nagar, AC-61, Shah(S) Zone]  [EE M-I Shah S/2022-23/18.4][2023_MCD_144264_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SrDNR0Q5hBG6HqK3ra3JTWQ%3D%3D,Municipal Corporation of Delhi
1287,2023-02-06 16:20:00,2023-02-13 14:00:00,2023-02-14 14:00:00,"[Engaging of LMV with driver and beldar for day to day maintenance and lifting of malba from area,floating from drain in ward No. 214 (26E) Azad Nagar, AC-61, Shah(S) Zone]  [EE M-I Shah S/2022-23/18.3][2023_MCD_144263_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SK7iLrWN8d%2BUxd7Lagi3gkQ%3D%3D,Municipal Corporation of Delhi
1288,2023-02-06 16:15:00,2023-02-13 14:00:00,2023-02-14 14:00:00,"[Engaging of LMV with driver and one beldar for day to day maintenance and lifting of malba from area and floating from drain in ward no. 213 (25E) Shastri Park, AC-61 , Shah(S) Zone]  [EE M-I Shah S/2022-23/18.2][2023_MCD_144262_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S4kxfL3xnlz89Pfx0jgqdpA%3D%3D,Municipal Corporation of Delhi
1289,2023-02-06 16:15:00,2023-02-13 14:00:00,2023-02-14 14:00:00,"[ Engaging of LMV with driver and one beldar for day to day maintenance and lifting of malba from area and floating from drain in ward no. 210 (24E) Geeta Colony , AC-60 , Shah(S) Zone]  [EE M-I Shah S/2022-23/18.1][2023_MCD_144261_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2FW0G6aNyEevnRZf%2BVdklWg%3D%3D,Municipal Corporation of Delhi
1290,2023-02-06 15:30:00,2023-02-13 15:00:00,2023-02-14 15:30:00,"[Providing and Fixing of Shade Net House/Green House at New Friends Colony Nursery in ward No.187, Central Zone.]  [No. DDH/CNZ/ MCD/2022-23/353/ NIT No.02][2023_MCD_143443_1]",Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S8Ktv72x%2BSkNIs1pnegRW7A%3D%3D,Municipal Corporation of Delhi
1291,2023-02-06 15:00:00,2023-02-13 15:00:00,2023-02-14 15:30:00,"[Providing and Fixing of Shade Net House/Green House at Defence Colony Nursery Ward No.145, Central Zone.]  [No. DDH/CNZ/ MCD/2022-23/353/ NIT No.02][2023_MCD_143442_1]",Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S2Bq%2BLNwWCWHZQgTABHVosQ%3D%3D,Municipal Corporation of Delhi
1292,2023-02-06 15:00:00,2023-02-13 15:00:00,2023-02-14 15:30:00,"[Supply of different type of pots and plants at New Friends Colony Nursery in ward No.187, Central Zone.]  [No. DDH/CNZ/ MCD/2022-23/353/ NIT No.02][2023_MCD_143441_1]",Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SZB80hkkd7PJxwSIdMsG1rg%3D%3D,Municipal Corporation of Delhi
1293,2023-02-06 15:00:00,2023-02-13 15:00:00,2023-02-14 15:30:00,"[Supply of different type of pots and plants at Defence Colony Nursery in Ward No.145, Central Zone.]  [No. DDH/CNZ/ MCD/2022-23/353/ NIT No.02][2023_MCD_143440_1]",Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=STImASSml3i280gMNa8Mu8w%3D%3D,Municipal Corporation of Delhi
1294,2023-02-06 15:00:00,2023-02-13 15:00:00,2023-02-13 15:05:00,[EE-Project South-I/SZ/TC/2022-23/13]  [EE-Project South-I/SZ/TC/2022-23/13][2023_MCD_144314_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SX%2B%2Fh6KiP6kFt%2Fjpkf3Dm1w%3D%3D,Municipal Corporation of Delhi
1295,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-01]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S7xR97e3utUA6bMA%2FKQkkTA%3D%3D,Municipal Corporation of Delhi
1296,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-02]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_2],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SMIXbYC9kCvnzXjoF3pAm2g%3D%3D,Municipal Corporation of Delhi
1297,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-03]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_3],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sr0PCYeIAr%2F5FWPb%2FUUj1IQ%3D%3D,Municipal Corporation of Delhi
1298,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-09]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_9],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Snjj920iSoP%2BU2oqBXyHC2g%3D%3D,Municipal Corporation of Delhi
1299,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-08]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_8],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRwcIAhry4QnaoKqU%2BNrHvQ%3D%3D,Municipal Corporation of Delhi
1300,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-07]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_7],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHrsh2rNsDbSy2Hq2y6x1ow%3D%3D,Municipal Corporation of Delhi
1301,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-06]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_6],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SmA6y%2F3JAlARZYZEXWHsvnA%3D%3D,Municipal Corporation of Delhi
1302,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-04]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_4],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S66BE9SZ0Zv3HwrdAfydGZA%3D%3D,Municipal Corporation of Delhi
1303,2023-02-04 16:00:00,2023-02-10 15:00:00,2023-02-10 15:05:00,[No. EE-MS-I/SZ/TC/2022-23/23-05]  [No. EE-MS-I/SZ/TC/2022-23/23][2023_MCD_144108_5],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SnSkqRpdPI0vhrDLao3mHEw%3D%3D,Municipal Corporation of Delhi
1304,2023-02-04 13:00:00,2023-02-09 14:00:00,2023-02-10 14:10:00,[Supply of foliage potted plants]  [DDH/CLZ/2022-23/02-01][2023_MCD_144112_2],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVgSHAYNW1awV%2Fp33pWuBrg%3D%3D,Municipal Corporation of Delhi
1305,2023-02-04 13:00:00,2023-02-10 15:00:00,2023-02-10 15:30:00,[Improvement of Community Toilet complex near parking opposite main gate of Lotus temple in Ward no.175 Kalkaji CNZ.]  [23/EE (M)-II/CNZ/TC/2022-23/01][2023_MCD_144122_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SzPFyqXCGc%2BPQqCl1MGiw7g%3D%3D,Municipal Corporation of Delhi
1306,2023-02-04 13:00:00,2023-02-10 15:00:00,2023-02-10 15:30:00,[Improvement of Community Toilet complex near Ram Piyau on Lotus temple road in Ward no.175 Kalkaji CNZ.]  [23/EE (M)-II/CNZ/TC/2022-23/02][2023_MCD_144124_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S7FSn4jb7pBmG0yumcHbNgQ%3D%3D,Municipal Corporation of Delhi
1307,2023-02-04 13:00:00,2023-02-09 14:00:00,2023-02-10 14:10:00,[Procurement of Foliage]  [DDH/CLZ/2022-23/02-03][2023_MCD_144127_1],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SXrHLm9Ec9A%2F706p5YNbZxw%3D%3D,Municipal Corporation of Delhi
1308,2023-02-04 13:00:00,2023-02-09 14:00:00,2023-02-10 14:10:00,[Supply of foliage potted plants]  [DDH/CLZ/2022-23/02-02][2023_MCD_144125_1],Municipal Corporation of Delhi||Horticulture Department - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SukMVP0IfvINrl14iKGTGnw%3D%3D,Municipal Corporation of Delhi
1309,2023-02-04 12:30:00,2023-02-09 15:00:00,2023-02-09 15:30:00,"[Desilting of Z block Nallah,Sanjay colony Main Nallah, A C and Y Block main Nallah, Tata Steel Nallah and okhla Phase-I Nallah in ward No. 177 Harkesh Nagar Central Zone]  [22/EE (M)-II/CNZ/TC/2022-23/04][2023_MCD_144114_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sdc8BMTu%2BzFQfIAShczEUXA%3D%3D,Municipal Corporation of Delhi
1310,2023-02-04 12:30:00,2023-02-09 15:00:00,2023-02-09 15:30:00,"[Desilting of pocket A-4 drain in Govindpuri W.No.176,CNZ.]  [22/EE (M)-II/CNZ/TC/2022-23/01][2023_MCD_144100_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SpKXSkNvntX8HHlxklfzyYQ%3D%3D,Municipal Corporation of Delhi
1311,2023-02-04 12:30:00,2023-02-09 15:00:00,2023-02-09 15:30:00,[Desilting of Abul Fazal Nallah Nayi Basti Nallah okhla Vihar Nallah in Ward no.188 Abul Fazal Nalah Nayi Bsti Nallah okhla Vihar Nallah in Ward no.188 Abul Fazal Enclave CNZ.]  [22/EE (M)-II/CNZ/TC/2022-23/03][2023_MCD_144102_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S2JY2QH23KCGkLVlRzEtyOA%3D%3D,Municipal Corporation of Delhi
1312,2023-02-04 12:30:00,2023-02-09 15:00:00,2023-02-09 15:30:00,"[Desliting of Gaffar Manzil Nallah in W.No.189, Zakir Nagar,CNZ.]  [22/EE (M)-II/CNZ/TC/2022-23/02][2023_MCD_144101_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SnPJgxhVknZzlZSMM5NcOOQ%3D%3D,Municipal Corporation of Delhi
1313,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Hiring of machinery for desilting/removal of silt from SSBL drain falls in ward No 219/35-E under the jurisdiction of EE(M-I) Shah.N.Zone-SSBL drain from 100Ft. road no.68 to G.T.Road flyover Rd 1946 to 2362 mtr and SSBL drain from 100Ft. road no.68 ]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_17],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S9p6ntI84nmAlnSltZD5R6A%3D%3D,Municipal Corporation of Delhi
1314,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,"[De-silting of drains in the area of ward no. 58-E/243 Mustafabad-De-silting of drains 1. Brijpuri road from escape drain, 2. Brijpuri road from escape drain to Gali no. 1 Mustafabad, (By JCB) 3. 33 feet road from Brijpuri road to 25feet road L.H.S an]  [EE M II Shah N 2022-23-10-10][2023_MCD_143996_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sa7Hl97B0kNIvML7%2FNDWNtg%3D%3D,Municipal Corporation of Delhi
1315,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,"[De-silting of drains in the area of ward no. 57 E/242 Dayalpur (East Karawal Nagar) drains-Brijpuri road from gali no. 1 to Shiv Vihar Tiraha Babboo nagar LHS, Industrial area Nalla from Karawal nagar road to upto Mukhya market one side., Karawal nag]  [EE M II Shah N 2022-23-10-09][2023_MCD_143995_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SAtDSysR%2FqWJhxk5qoHDzaA%3D%3D,Municipal Corporation of Delhi
1316,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,"[Engaging Backhoe loader, Hydraulic Tractor Trolley and Tipper Trucks for desilting/removal of silt from drains in ward no. 46-E/231 Ghonda-Engaging Backhoe loader, Hydraulic Tractor Trolley and Tipper Trucks for desilting/removal of silt from drains ]  [EE M II Shah N 2022-23-10-08][2023_MCD_143994_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SKp6W2FiIBdfAK%2FhHt%2B2g1g%3D%3D,Municipal Corporation of Delhi
1317,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,"[Desilting ward 232-Desilting of covered drains in Two phases upto 15.1.2024 drain from Main market Bhajanpura gali no. 14 to Wazirabad road RHS , from B-1 Block Yamuna Vihar to B-3 Block Yamuna Vihar , from B-4 Block Dividing road to S.S. School Yamu]  [EE M II Shah N 2022-23-10-07][2023_MCD_143993_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Slh0RTeKmzpP3zRwg%2BBnJew%3D%3D,Municipal Corporation of Delhi
1318,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,"[De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. D-129, Gali no. 10 Gamri extn. to C-44/245 Pappad wali pulia-De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. D-129, Gali no. 10 Gamri extn. to C-4]  [EE M II Shah N 2022-23-10-06][2023_MCD_143992_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyxeaxbXd%2BCOFWkifxfr92Q%3D%3D,Municipal Corporation of Delhi
1319,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,"[De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. B-51/3 and 4, Gali no. 4 Bhajanpura to D-116, Gali no. 9 Gamri extn.-De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. B-51/3 and 4, Gali no. 4 Bhaj]  [EE M II Shah N 2022-23-10-05][2023_MCD_143990_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Scr6bXnalXM7scb6Q25XW9A%3D%3D,Municipal Corporation of Delhi
1320,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,[De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. A/103 Niwar factory to 4th pusta Lal Mandir A-100/223 in AC-66 under the juridiction of EE (M-II) Shah.N. Zone]  [EE M II Shah N 2022-23-10-04][2023_MCD_143989_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SLm0dTrAAgHp8gHNgTNREJw%3D%3D,Municipal Corporation of Delhi
1321,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,[De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E/229 Brahampur-De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E/229 Brahampuri in AC-66 under the juridiction of]  [EE M II Shah N 2022-23-10-03][2023_MCD_143987_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sx7mXL9mJKbwH6YT8NQ4ZgA%3D%3D,Municipal Corporation of Delhi
1322,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,[De-silting of Gokalpur drain from E-184 to D-1 Shiv Mandir 3rd Pusta in ward no. 47-E/229 Brahampuri-De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E229 Brahampuri in AC-66 under the juridiction of EE (M-I]  [EE M II Shah N 2022-23-10-02][2023_MCD_143986_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Syn3EezKJaQbJhMcV4pQ2Tg%3D%3D,Municipal Corporation of Delhi
1323,2023-02-04 09:00:00,2023-02-10 14:00:00,2023-02-13 14:30:00,[De-silting of Gokalpur drain from D-1 Shiv Mandir to Lal Mandir 4th pusta in ward no. 47-E/229 Brahampuri-De-silting of Gokalpur drain from D-1 Shiv Mandir to Lal Mandir 4th pusta in ward no. 47-E/229 Brahampuri in AC-66 under the juridiction of EE (]  [EE M II Shah N 2022-23-10-01][2023_MCD_143985_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVOdMToMCCwIBJSiKKtbYYw%3D%3D,Municipal Corporation of Delhi
1324,2023-02-04 09:00:00,2023-02-13 15:00:00,2023-02-13 15:05:00,[EE-MS-II/SZ/TC/2022-23/36-02 ]  [EE-MS-II/SZ/TC/2022-23/36][2023_MCD_144063_2],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SCwE76yTJjDbooqdMtKvj3g%3D%3D,Municipal Corporation of Delhi
1325,2023-02-04 09:00:00,2023-02-13 15:00:00,2023-02-13 15:05:00,[EE-MS-II/SZ/TC/2022-23/36-01]  [EE-MS-II/SZ/TC/2022-23/36][2023_MCD_144063_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SQiWD9QPyu4xtR8n7SgCYxw%3D%3D,Municipal Corporation of Delhi
1326,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Desilting/removal of silt from drains falls in ward No. 239/53E Gokalpuri under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of drain along community center road to B-Block dhalao Gokalpuri. 2. Desilting of drain from vishnu medical store c b]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_14],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sl%2FH3k5V%2FSPKK4ZGKxjsFZA%3D%3D,Municipal Corporation of Delhi
1327,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Desilting/removal of silt from drains falls in ward No. 237/55E under the jurisdiction of EE(M-I) Shah.N.Zone-1.Desilting of Nalla from P.W.D P/house Harsh Vihar to Jail Boundary wall 2. Desilting of Nalla on both side along Gali No 9 Bank Colony Har]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_12],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SuDZ4N8jJD4WNazx2jsZcjg%3D%3D,Municipal Corporation of Delhi
1328,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Desilting/removal of silt from drains falls in ward No 220/32-E under the jurisdiction of EE(M-I) Shah.N.Zone1.Internal nallas in D- block Nand Nagari from D-1/275 to D-1/231 2.Nalla both side E block pump house nalla in Nand Nagari from E-4/160 to p]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_18],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Swnu85YsURLGXCopCvhNA%2Bw%3D%3D,Municipal Corporation of Delhi
1329,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Desilting/removal of silt from drains falls in ward No 240/52-E under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of nallah in Bhagirathi Vihar from Brijpuri culvert to Drain No.1 in W.No.261 Shah.North Zone. 2. Desilting of nallah in Ambedk]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_16],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S08zVnHB%2FX8yVoAmZ7oElcw%3D%3D,Municipal Corporation of Delhi
1330,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Desilting/removal of silt from drains falls in ward No 219/35-E under the jurisdiction of EE(M-I) Shah.N.Zone-(1) Desilting of nalla from SSBL drain Jalli Kheda Vill. To SDN Hopt. Road in W.No. 241. (2)Nallah along DDA park from MCD sotre to Q-Pkt. D]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_15],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=STDcLt4qA4ogfcQKbRhOUiw%3D%3D,Municipal Corporation of Delhi
1331,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Desilting/removal of silt from drains falls in ward No. 238/54E under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of Nalla from Shamshan Ghat to Saboli goan bada kuan (Rathore Cement Store) upto Phane Khan More 2. Desilting of Nalla along ra]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_13],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SAGYfpfReELjlDAO%2F6zMO6w%3D%3D,Municipal Corporation of Delhi
1332,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Desilting/removal of silt from drains falls in ward No 218 under the jurisdiction of EE(M-I) Shah.N.Zone-1.Nalla along Murga Mkt. in G AND H block Sunder Nagari from mandir to Upto pumphouse including sump well 2.Nalla in L Block Sunder Nagari from ]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_11],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=StDpWe8vGGdT4UkxZOWiSTQ%3D%3D,Municipal Corporation of Delhi
1333,2023-02-04 09:00:00,2023-02-09 14:30:00,2023-02-10 14:30:00,[Desilting/removal of silt from drains falls in ward No 217 under the jurisdiction of EE(M-I) Shah.N.Zone-Nalla in Old Seemapuri G block to Pump house]  [EE-M-I/SHN/Acct/TC/2022-23/10][2023_MCD_142113_10],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SBwJfEKTHLo1GZJDwlWTvjg%3D%3D,Municipal Corporation of Delhi
